Time	VALVE 179	LAG 382	LAG 386	VALVE 228
324	29	22.6248	16.1029	10
325	29	22.625	16.122	10
326	29	22.6253	16.1408	10
327	29	22.6256	16.1592	10
328	29	22.6258	16.1773	10
329	29	22.626	16.1951	10
330	29	22.6261	16.2125	10
331	29	22.6263	16.2295	10
332	29	22.6264	16.2462	10
333	29	22.6265	16.2626	10
334	29	22.6267	16.2786	10
335	29	22.6267	16.2943	10
336	29	22.6268	16.3097	10
337	29	22.6269	16.3248	10
338	29	22.627	16.3396	10
339	29	22.627	16.354	10
340	29	22.6271	16.3681	10
341	29	22.6272	16.3819	10
342	29	22.6272	16.3955	10
343	29	22.6272	16.4087	10
344	29	22.6273	16.4217	10
345	29	22.6273	16.4343	10
