Time	VALVE 179	LAG 382	LAG 386	VALVE 228
304	20	18.5814	16.4118	10
305	20	18.5814	16.2594	10
306	20	18.5814	16.1171	10
307	20	18.5814	15.9842	10
308	20	18.5814	15.8601	10
309	20	18.5814	15.7441	10
310	20	18.5814	15.6358	10
311	20	18.5814	15.5347	10
312	20	18.5814	15.4403	10
313	20	18.5814	15.3521	10
314	20	18.5814	15.2697	10
315	20	18.5814	15.1928	10
316	20	18.5814	15.1211	10
317	20	18.5814	15.054	10
318	20	18.5814	14.9915	10
319	20	18.5814	14.9331	10
320	20	18.5814	14.8786	10
321	20	18.5814	14.8277	10
322	20	18.5814	14.7802	10
323	20	18.5814	14.7359	10
324	20	18.5814	14.6945	10
325	20	18.5814	14.6559	10
326	20	18.5814	14.62	10
327	20	18.5814	14.5864	10
328	20	18.5814	14.555	10
329	20	18.5814	14.5258	10
330	20	18.5814	14.4986	10
331	20	18.5814	14.4732	10
332	20	18.5814	14.4495	10
333	20	18.5814	14.4274	10
334	20	18.5814	14.4068	10
335	20	18.5814	14.3876	10
336	20	18.5814	14.3697	10
337	20	18.5814	14.3531	10
338	20	18.5814	14.3376	10
339	20	18.5814	14.3231	10
340	20	18.5814	14.3096	10
341	20	18.5814	14.2971	10
342	20	18.5814	14.2854	10
343	20	18.5814	14.2746	10
344	20	18.5814	14.2644	10
345	20	18.5814	14.255	10
346	20	18.5814	14.2463	10
347	20	18.5814	14.2382	10
348	20	18.5814	14.2306	10
349	20	18.5814	14.2236	10
350	20	18.5814	14.217	10
351	20	18.5814	14.211	10
352	20	18.5814	14.2053	10
353	20	18.5814	14.2001	10
354	20	18.5814	14.1953	10
355	20	18.5814	14.1908	10
356	20	18.5814	14.1866	10
357	20	18.5814	14.1827	10
358	20	18.5814	14.1791	10
359	20	18.5814	14.1758	10
360	20	18.5814	14.1728	10
361	20	18.5814	14.1699	10
362	20	18.5814	14.1673	10
363	20	18.5814	14.1649	10
364	20	18.5814	14.1626	10
365	20	18.5814	14.1606	10
366	20	18.5814	14.1587	10
367	20	18.5814	14.1569	10
368	20	18.5814	14.1553	10
369	20	18.5814	14.1538	10
370	20	18.5814	14.1525	10
371	20	18.5814	14.1512	10
372	20	18.5814	14.1501	10
373	20	18.5814	14.1491	10
374	20	18.5814	14.1481	10
375	20	18.5814	14.1472	10
376	20	18.5814	14.1464	10
377	20	18.5814	14.1457	10
378	20	18.5814	14.1451	10
379	20	18.5814	14.1445	10
380	20	18.5814	14.1439	10
381	20	18.5814	14.1435	10
382	20	18.5814	14.143	10
383	20	18.5814	14.1426	10
384	20	18.5814	14.1423	10
385	20	18.5814	14.142	10
386	20	18.5814	14.1417	10
387	20	18.5814	14.1415	10
388	20	18.5814	14.1413	10
389	20	18.5814	14.1411	10
390	20	18.5814	14.141	10
391	20	18.5814	14.1409	10
392	20	18.5814	14.1408	10
393	20	18.5814	14.1407	10
394	20	18.5814	14.1406	10
395	20	18.5814	14.1406	10
396	20	18.5814	14.1406	10
397	20	18.5814	14.1405	10
398	20	18.5814	14.1405	10
399	20	18.5814	14.1406	10
400	20	18.5814	14.1406	10
401	20	18.5814	14.1406	10
